x [um],y [um],Vmem [mV]
6.784785940208074351e+01,1.709403746990561856e+01,-4.415478814498372628e+01
8.456789977202964792e+01,1.586912950321281812e+01,-4.415385191848363888e+01
1.018906073551656277e+02,1.675123945270902226e+01,-4.414814838383706785e+01
5.197076495894392423e+01,2.386940413974891584e+01,-4.416008446537035326e+01
6.823239894198962929e+01,2.415996696000113886e+01,-4.415879051741045203e+01
8.555275244556176517e+01,2.301594166121476093e+01,-4.416104382630573610e+01
1.024138069657394681e+02,2.399975114846564139e+01,-4.414768529042419942e+01
3.580541367937973263e+01,3.428155687411967989e+01,-4.415447697199328303e+01
5.097135169424250734e+01,3.309417028000290628e+01,-4.416271008883573046e+01
6.815816306930898349e+01,3.309830641807421614e+01,-4.416267064589176528e+01
8.512773923245138974e+01,3.283165647861480352e+01,-4.416344577968737184e+01
1.020003152224393403e+02,3.301371067328813069e+01,-4.414333612999140399e+01
3.371885196887702563e+01,4.243095387166889054e+01,-4.416105127674348552e+01
5.082437251343039009e+01,4.253742366070144243e+01,-4.416523786827917064e+01
6.808839655014348580e+01,4.242780205695591178e+01,-4.416330114645889893e+01
8.507616599770381072e+01,4.242368595050987068e+01,-4.415910452170487588e+01
1.020281595191424344e+02,4.223444590742160187e+01,-4.412004497938792014e+01
3.385078011579796708e+01,5.186317488656949592e+01,-4.416172318562761490e+01
5.092269180469254053e+01,5.215705375045622105e+01,-4.416586898948693829e+01
6.815268031759272560e+01,5.169985857330740231e+01,-4.416408265851840298e+01
8.510551092573166443e+01,5.204839975013921105e+01,-4.414987014483392613e+01
1.020722499978575399e+02,5.155920191880530012e+01,-4.406745312505098155e+01
1.363057796341053063e+02,5.210244263598969638e+01,-4.413344633615448487e+01
1.844137800963941487e+01,6.186126178293443445e+01,-4.415596355405046580e+01
3.361066005896982034e+01,6.119842937159612006e+01,-4.416617234264549552e+01
5.078705011820943582e+01,6.171542140059142412e+01,-4.416745377530326522e+01
6.803236699823972344e+01,6.104632603191016926e+01,-4.416236008462013274e+01
8.547939116450446306e+01,6.145764104210194745e+01,-4.412453561332121410e+01
1.017796911363156198e+02,6.120209147468813882e+01,-4.395048956635380222e+01
1.192640359964218675e+02,6.145233844958402614e+01,-4.375940971533289314e+01
1.362772505885823477e+02,6.154758467929697474e+01,-4.385544741702759097e+01
1.509550248460211037e+02,6.313691715061917620e+01,-4.400551109366928415e+01
1.648334124363978503e+01,7.063023742465206567e+01,-4.415967836742449748e+01
3.354941228316213397e+01,7.100173871749260002e+01,-4.416679535312825777e+01
5.066236869704540169e+01,7.128868019822566282e+01,-4.416704381347871333e+01
6.781124657557170110e+01,7.018420783674550023e+01,-4.415708152133801434e+01
8.498660497639706080e+01,7.081413041257339103e+01,-4.406868652969694011e+01
1.019372503544870909e+02,7.077325171303110096e+01,-4.344646492764975676e+01
1.189537721243781334e+02,7.046506379880985094e+01,-4.166411285704703715e+01
1.362700791638998510e+02,7.123556518988009145e+01,-4.300291350531772849e+01
1.519469651564184858e+02,7.134908113583283296e+01,-4.388023567568930616e+01
1.650431700400510593e+01,8.007625176794864785e+01,-4.416025661281669557e+01
